FileName,ClassName,label,SourceGroupID,Split,LC25000_GroupID,LC25000_LocalCluster,ImageSHA256
colonca1015.jpeg,colon_aca,0,129,Train,129,129,c42a3a90870bc92556a958571cf8ad2b5f40260d0f93c55a043f62da603d90ef
colonca1016.jpeg,colon_aca,0,55,Test,55,55,94103968f7662d98c1c2c27a2e913d56f7350953533e9fb809373ae064563bb9
colonca1017.jpeg,colon_aca,0,17,Train,17,17,ba4895e84ce52bba8a1e3679920510c0b68ceac3b0df9799b104ed7cd7b55a7e
colonca1018.jpeg,colon_aca,0,183,Test,183,183,63eada3caf8e79e2acdf2062619721c845c2ed2a575e038da80ab04c4ebd3227
colonca1019.jpeg,colon_aca,0,127,Train,127,127,a14b3c2a7f59bdb29f0fb067834a715d498a36d9f91be73f763cddbe56e7dbf8
colonca102.jpeg,colon_aca,0,79,Train,79,79,5d0d7bc91ffe7457b4c045d407ad8a1d62325094bc4940ab20bca4ea32a9ab8c
colonca1020.jpeg,colon_aca,0,120,Test,120,120,59ce3266e61e86e2d4374eab49e48d2eaedf613a002a5eef11b9ad84cbd1563a
colonca1021.jpeg,colon_aca,0,0,Train,0,0,7a4e0a3465a007944740ebd704a0cce073fe3092345f6437849a4931c4ab8a02
colonca1022.jpeg,colon_aca,0,139,Train,139,139,e751c7e73a56b989bc3d3043aa162bf1f4e3c82efefaafa831b0f213144edaee
colonca1023.jpeg,colon_aca,0,139,Train,139,139,3f711aa908545f9bb1272a239985b41462cc0568c07d8121820386068c52e72e
colonca1024.jpeg,colon_aca,0,237,Train,237,237,42dbe91de3ab2d283f26ba6bb1c211afd0b02f824d0c352450a46c11387f9735
colonca1025.jpeg,colon_aca,0,38,Test,38,38,7352ab77fa62151cc42e20ee66ee3efd45c40843db14819854c313c5572bb322
colonca1026.jpeg,colon_aca,0,219,Validation,219,219,5c46e5478e564b81b128080523700f2e8defe35f741b98f72604962efb12160f
colonca1027.jpeg,colon_aca,0,51,Validation,51,51,acc97bfb93f5a6caa45e6608740525ff524348de417ef510f43351b98f37fbbd
colonca1028.jpeg,colon_aca,0,224,Train,224,224,609a00ce48cbdf1b0385b76ffe39591215ab426408abecc09d41977c0311df6c
colonca1029.jpeg,colon_aca,0,197,Train,197,197,f0de050979a71cada70defdafa15317df54a9aaf7b74f40a42a1af2d07e20f30
colonca103.jpeg,colon_aca,0,79,Train,79,79,839d7851c24105c43be04bbe218c887d83fba97e15f108372e5b98badda98ecc
colonca1030.jpeg,colon_aca,0,4,Train,4,4,97b7af3d3f97463236db7c3a1849bf2444d58c1f959b4a4171a82e5523cc8f89
colonca1031.jpeg,colon_aca,0,118,Test,118,118,b3e4bee5d8a54922a0f04ada1a8642dab5f3d6cca56236b7daf898bf08354033
colonca1032.jpeg,colon_aca,0,12,Train,12,12,ad6567a50821114159c6d7e23c9d8ba0f64fb716cb91543ddb0c9d42697230c3
colonca1033.jpeg,colon_aca,0,150,Train,150,150,33655a3248437a48e5f559c97b5fcd6c0945cfc0bc3a4f88674088b6c994a617
colonca1034.jpeg,colon_aca,0,117,Train,117,117,98000099e556f97464bc1f2c88900964c257095597aa83b2b18f8f0e3baf4bb2
colonca1035.jpeg,colon_aca,0,15,Test,15,15,4548c1c05d211683d6f3e9a15722d58b2caaf7e07ac85a7fb5e7ac6ad1ddd3a4
colonca1036.jpeg,colon_aca,0,34,Train,34,34,cd47069db021c9c6edd9531126158166e49e88f922ffcc88d77025cb09a3c36d
colonca1037.jpeg,colon_aca,0,138,Train,138,138,e6fabb8478048bdf8a1a078f18b0b1bc26f9a4f16c5dc7278c20888acc024e5d
colonca1038.jpeg,colon_aca,0,174,Train,174,174,e436f7d9126857c9d9f2c6e6f2c799c02416933a7e0fcaf063dd4f524bb0673b
colonca1039.jpeg,colon_aca,0,174,Train,174,174,550f5e1ebee606ab6bb3ab6a2eb440dc7e12652958e118873d26bf50bb7140ee
colonca104.jpeg,colon_aca,0,22,Train,22,22,3322938ae34d38d6c67bc8f13fa21a94bd18d796a02f3550596e58726769c5dc
colonca1040.jpeg,colon_aca,0,222,Train,222,222,5a33744948866c9e3121033adc59f4d57bfbcbcca7415e3ba8baffa7a91ccb25
colonca1041.jpeg,colon_aca,0,231,Train,231,231,fcb45b2cee6fb22dc97bd6b31a1925a83b8f43656557c79466a1b617f4d48793
colonca1042.jpeg,colon_aca,0,234,Train,234,234,af21c3619a84dea1c5cd081feaff38f99974979f074357ce28839521513c04cf
colonca1043.jpeg,colon_aca,0,41,Validation,41,41,00b342ca33908932b055058771d25a9b59fa9594ab6d28a26c7d15b3d7af1f28
colonca1044.jpeg,colon_aca,0,65,Train,65,65,6ffc55379c6506f5b3a0f020198ae2f6fcdd3962b6c2a3cce4595f1bfdf3cd1e
colonca1045.jpeg,colon_aca,0,148,Train,148,148,ffd63f24e117ce544b2e67ac39e6276d6eb7f4f741f34dcd8bd7c1672e849ad1
colonca1046.jpeg,colon_aca,0,66,Train,66,66,6c164be257238da5acb4e06c42b6af089d12135cd43ed10814caed02bb552b92
colonca1047.jpeg,colon_aca,0,109,Train,109,109,dc23d6ea95e3961f09ff3ec80b76df42e515e86d5c1be415ff44d4784b971fdf
colonca1048.jpeg,colon_aca,0,71,Train,71,71,f1140a868b19d9e7a03ce59e3cf7b71b10dbf56612eac70542bbb958def1f60b
colonca1049.jpeg,colon_aca,0,71,Train,71,71,4c1e5e12fb700f15be52f37894c18bb0a1cd015a07364a0b11d62c77e70a2afb
colonca105.jpeg,colon_aca,0,82,Train,82,82,52ef538ab0a5b3251ed6e62029facf5b925c6bf1688b533bbe16cfacf15fdc4e
colonca1050.jpeg,colon_aca,0,218,Train,218,218,4d0b3f80f2f6622871479702a2a16120f0fddf36c8a4e9aa739393d824ba2e20
colonca1051.jpeg,colon_aca,0,37,Train,37,37,fa8cfd924a87ee79c61576549014a60a6ff977672691cc76ab64bb4cab98e350
colonca1052.jpeg,colon_aca,0,67,Test,67,67,2817ead6c9b5f8290cbf51c71f5ddeb4498df71ac0e24d0087162fd187648278
colonca1053.jpeg,colon_aca,0,53,Train,53,53,4b91731b14e1a3130a9ef8406aa9f55b683c4f37ba0b738fca191658c7ca361b
colonca1054.jpeg,colon_aca,0,160,Train,160,160,8a44f5ecd5d6285f177e6df7ff13c7de75c71ca0c3838f25aad9e509cd822caf
colonca1055.jpeg,colon_aca,0,226,Train,226,226,d8e323755c44e1e80ba9aa5ad7e6a0a16d8dc34a944cdd980fb83a1828b42c81
colonca1056.jpeg,colon_aca,0,6,Test,6,6,871ae4fe3d09cb88f8dfe31725c0576b7a352d11089d4e4f810675e1581bd2cf
colonca1057.jpeg,colon_aca,0,78,Train,78,78,32ad69e744c6a750875d5424e129f236b0df50cbe5470b7632ab76bcdddf9a7f
colonca1058.jpeg,colon_aca,0,80,Validation,80,80,69814806c6a16d2ab025653b5152d1b4f6f94525aa0e85c6338281d3f66cebf8
colonca1059.jpeg,colon_aca,0,193,Test,193,193,2053b0a208886be392f393f8259ec5624b0337fb08e4f35df45c4bbfde1891c9
colonca106.jpeg,colon_aca,0,42,Train,42,42,fa8252efe6a4f6c0898104f3f50aa625499cb4b202a42c8aa43fcbec7da3f65a
colonca1060.jpeg,colon_aca,0,164,Train,164,164,3b4f6f6dc6ba672b67215937d862e160dfd7df3dcb2335e1aa4c984be8598405
colonca1061.jpeg,colon_aca,0,48,Train,48,48,bbfde5a4aa0680616dbb1311ad735d4cc867985c85416f0c2982a0875b1752c6
colonca1062.jpeg,colon_aca,0,11,Train,11,11,3cdf043863056724a8f1021fafd7d758ce07006e74277f803321f4437a838899
colonca1063.jpeg,colon_aca,0,58,Train,58,58,a86829e34b2aca300a32e8d01f92de69c63b45de29db7f2d00c5d545859ab750
colonca1064.jpeg,colon_aca,0,194,Test,194,194,c04f0b72780d90cd25860a93f76adb280601f2a47a8bc66eca4e4e1936ac7c97
colonca1065.jpeg,colon_aca,0,38,Test,38,38,43ba9a8edb0d4a9a469045c3f5deed7faa9001007f4d7880c6bab878c03b2485
colonca1066.jpeg,colon_aca,0,170,Train,170,170,9246c1734110ae33064b75db77d48ff89d85db70938f1d435bf196e177648974
colonca1067.jpeg,colon_aca,0,55,Test,55,55,f60d400173d307db6fb1de4d99db0598f2fabce483ec6a881bfd33905c01f226
colonca1068.jpeg,colon_aca,0,33,Test,33,33,2c20d0be6fc8dfd88c6367a46f3d5b50573c4e5b83628e8c9315142c99bffd38
colonca1069.jpeg,colon_aca,0,8,Train,8,8,c78ac8be3b077077e2cbe973ce0a74060668e0f06914e72f57f4c895eabab05c
colonca107.jpeg,colon_aca,0,93,Train,93,93,39ee95099dd5e82bae05574b99d83458ede1000e23a6a22166522e9b5ba1fac7
colonca1070.jpeg,colon_aca,0,200,Test,200,200,8e1b452318420dcaaedb6cc08bc8b4c951e913b8769d702d76872d67fd8cf3b2
colonca1071.jpeg,colon_aca,0,161,Train,161,161,480a06b6f594a9ebdfb64c71183b25c39452f31a09436fc3a9aa26eb792eb1b5
colonca1072.jpeg,colon_aca,0,108,Test,108,108,64622c1d27c3aa2cf746a688c980cca1aa7f2e61405d8356e42952f9ee26f240
colonca1073.jpeg,colon_aca,0,108,Test,108,108,955abb53cc44a575649c9afb0ac8346c73200efbd3b1460b6aacaa0563b3e326
colonca1074.jpeg,colon_aca,0,171,Train,171,171,2a784356ebf0acef975b2eccf68ef35fe52c9fd872a02a7bc4c697cf4bd6c7d2
colonca1075.jpeg,colon_aca,0,192,Train,192,192,0ad18907ccddd9a5f65278a542716a96f0f7542ccecad5447e9ac7826ff1d34d
colonca1076.jpeg,colon_aca,0,241,Train,241,241,7456e207d8ac175b13c9f4db10d1ce64507a4b1e698a50617250809e2af852bf
colonca1077.jpeg,colon_aca,0,157,Validation,157,157,84e9975bf8a0eec67ec7d1de499e99ea7409758a557999e1a3f7494be2e9aff2
colonca1078.jpeg,colon_aca,0,0,Train,0,0,e1b7045a3c4b597922c286545c284fbf9a7b3b47cdc94c2c72f74d5f76fc5b49
colonca1079.jpeg,colon_aca,0,189,Train,189,189,5f4be20dcfe44392c3c48ba580c6b422521142513b03d2d2f990e85ea9958362
colonca108.jpeg,colon_aca,0,46,Train,46,46,c83d6883bd4b90a4d346c507aa0ee07fd7c90ba93ec87585b53aea0dc70297a3
colonca1080.jpeg,colon_aca,0,136,Train,136,136,e621d2a00790ffc4edb51ec2b21b5620c058c2b0064c8a8d8bb4ae6c1e30d20a
colonca1081.jpeg,colon_aca,0,245,Train,245,245,7b8647089ea9ffbf0ecbee44cafe2033467c954fd7f04c35ca3697f0a0bc1545
colonca1082.jpeg,colon_aca,0,245,Train,245,245,9e2d72920777c7994c77a73e43cd769dca101723cf693073c1b6bd33b2fce821
colonca1083.jpeg,colon_aca,0,19,Test,19,19,896fd35a381ae66a59b078d370e5e2e13c8b9bf94146a40d52fef2bf88150b79
colonca1084.jpeg,colon_aca,0,152,Train,152,152,d45f8a266cd3b41957eb65db90741c77a7c010955bd26195533dcacd00c5c9df
colonca1085.jpeg,colon_aca,0,152,Train,152,152,15c09bc582e7178d00e0e7f729230669d6586c6bca8ffedea54282d21fadaea6
colonca1086.jpeg,colon_aca,0,153,Train,153,153,63aa76f59873b5640aba3cacce280fa1f1fd63228b51c8c7d3ac9f68a6954dde
colonca1087.jpeg,colon_aca,0,141,Train,141,141,d6776beb2a0ce6d69a07147ce7b2ae52c06a08fada9810a91875da2717cbfcb8
colonca1088.jpeg,colon_aca,0,165,Validation,165,165,2c0e3cf519839b80d387aa4ec4768aa9b37b47fe593a8dda1e0ef00615111a7b
colonca1089.jpeg,colon_aca,0,34,Train,34,34,8c39e67603d494abb19a4e4d3078abab10d2194953ff43d587c7034bd62b5178
colonca109.jpeg,colon_aca,0,177,Train,177,177,f0830fc695cd59d07e1a914b8df87111c60f17c8cdafefe96994b60dd3929dd1
colonca1090.jpeg,colon_aca,0,34,Train,34,34,45c1b1df5dc23d7df33c36dc3dbf00ca0b3554ab33b2330f33f3292337f89237
colonca1091.jpeg,colon_aca,0,230,Train,230,230,123b5718cf86afb0ad7ab9b97cefffb00adaa3ac0aae2e15cdd5e1007bea200a
colonca1092.jpeg,colon_aca,0,147,Train,147,147,7a800703d40204972d576ab2f8054b0ed56ec20c39c7e3fb17e4e0a7c49e37f0
colonca1093.jpeg,colon_aca,0,2,Train,2,2,aa15d46fd632b634b4ab22275b0dae93120a0515d109822b37bddf21717ec3b8
colonca1094.jpeg,colon_aca,0,2,Train,2,2,26aaed1d98403b558d4692411e30cbd547c3be36ff970a6657c39cef03b090a2
colonca1095.jpeg,colon_aca,0,89,Train,89,89,177da2b8053c04ca7ecd7bb42e4ebd11b0ddf47c51d12f3b2831601a104202a3
colonca1096.jpeg,colon_aca,0,84,Train,84,84,ce1d251655ce6a3ba6b5008b27436cc32efa6cfcfc7013893e2799a23d7e9a0c
colonca1097.jpeg,colon_aca,0,91,Train,91,91,c14304b0c031979e2edb73d9381c26ceaf23389db2687e993471183d8049a508
colonca1098.jpeg,colon_aca,0,83,Validation,83,83,5cad0be2612867b6e94154c7b8f29cc3c00367dff0150b2a7585315e11decc81
colonca1099.jpeg,colon_aca,0,195,Test,195,195,4a0b762e260c60371e51cbd537ed91c5b62deec4bf79caa2c12540bd4dd347e8
colonca11.jpeg,colon_aca,0,78,Train,78,78,04890e1278a84dd1bf505b0cd094c88d9b66a1dd191a59c5851f08f220e6792b
colonca110.jpeg,colon_aca,0,204,Train,204,204,7b6987f528f80a607138f0e667aa166cf2c2e2fca245a0e437a44a21c35d05d3
colonca1100.jpeg,colon_aca,0,24,Test,24,24,d725e7c319b583c270daa9aa98699945415aa6d6067f92e8de38c80d2cfb874f
colonca1101.jpeg,colon_aca,0,76,Train,76,76,f58f0311d56b7a9361a4cc73125ca15a718142ded13c7f7ebba7ca5aec490d73
colonca1102.jpeg,colon_aca,0,234,Train,234,234,71f9cab9fb4bc6c11704fea86e1d3145829e8b409d354ba2f57dce08699d195e
colonca1103.jpeg,colon_aca,0,65,Train,65,65,4e7285ed5204f50a48c15d79e303ab08d396dbf2eb5c68a96299ae9e39271e4a
colonca1104.jpeg,colon_aca,0,69,Test,69,69,aaa4d616dfa45808ff82f460298b01164225c04e0f840ec5d21e88747ff86819
colonca1105.jpeg,colon_aca,0,36,Train,36,36,2f2b831ead27915ee801ea12f8de3b54180162cf93ee49ecd01402906f68341c
colonca1106.jpeg,colon_aca,0,36,Train,36,36,1521b6a4ede2ad727b79a5ff41d915d2d04d502d3215b4ebc996f1b39d3baaf6
colonca1107.jpeg,colon_aca,0,49,Train,49,49,5e73620c2eb5ef09b756200fe9d9d85242da15a1c1d9a1ea20fff9074b8e8424
colonca1108.jpeg,colon_aca,0,115,Train,115,115,564d1e837e47ae6f978e8a0cda8606149942d796c4743f764027bb0268db60da
colonca1109.jpeg,colon_aca,0,28,Train,28,28,133c7da6bcf141c1b6b8792766228af95507b06be2964cabbf9bbdba36578563
colonca111.jpeg,colon_aca,0,6,Test,6,6,72051b7b34201db0bffb70a7f77594807bf96e385164743a1475972098e90355
colonca1110.jpeg,colon_aca,0,220,Train,220,220,ee7c39717916851753c16c4ebd8e2dd1713688ebfb4247d9eeb96aabbaba63d2
colonca1111.jpeg,colon_aca,0,220,Train,220,220,4a7b8fcf7a488f9ce9c8bb77cdd181857f6fc1e51b24af5d76a63d72fa71764d
colonca1112.jpeg,colon_aca,0,74,Validation,74,74,8ab35b5fe640a193ab6c4e66a96b2267480cadc1666b15d50a7952cbbff507b9
colonca1113.jpeg,colon_aca,0,125,Train,125,125,2de0bbf95643812e2c58a6a50c7d04451132279a6757393ed49190df28d7aec5
colonca1114.jpeg,colon_aca,0,133,Train,133,133,b82576faee587bc54b3bba435ce7e1f79c6f038dd8a6397ceecf183038942bbf
colonca1115.jpeg,colon_aca,0,133,Train,133,133,58cdb877bea32ceed61cc23bcb120752eefb9c8c640e5dcc641345348a29a5bf
colonca1116.jpeg,colon_aca,0,128,Train,128,128,ad5143c03581a42c52c54286895126fcff00a777455498cb92c40e5c84fe74e0
colonca1117.jpeg,colon_aca,0,204,Train,204,204,d8f8e2705fe308ce061d81c6ac5cc7526783a7b939966a24d286f2ba55540e36
colonca1118.jpeg,colon_aca,0,70,Train,70,70,3b6ebacfe865dfb2cebc93ca1ada9f3266163f3574eef1d64f3ea20291e6f3c1
colonca1119.jpeg,colon_aca,0,227,Train,227,227,91ac4825cfe01b3078c9f81245626651aa460b4c1365985e9b364032c0ee8ac8
colonca112.jpeg,colon_aca,0,90,Train,90,90,c14fd7c8a727f26a03a61bd50aef7e763c2ce3e7e16f4d9866bb94ba172bf950
colonca1120.jpeg,colon_aca,0,240,Train,240,240,185801f3f71851e540d8644a51da6f368829a62a8737d10931604e338827baa0
colonca1121.jpeg,colon_aca,0,240,Train,240,240,ad3a474d809db01452dfc3ed9db62bb7e7bdcd9747c62d19f3d99fc275889779
colonca1122.jpeg,colon_aca,0,75,Train,75,75,085b261341a9972554867d24e54efc3c54bbb88dc1d76da847e7b229c396686e
colonca1123.jpeg,colon_aca,0,129,Train,129,129,d4afcd8994cdf036e2a849a67d5dd69344fefd0bb8638697eae37b0233464deb
colonca1124.jpeg,colon_aca,0,55,Test,55,55,20d62195f4d860e633d972a03fe6ba9222a257da807b91d9c6138b18efed877a
colonca1125.jpeg,colon_aca,0,88,Train,88,88,6b2bd270dc36a8c86631fd72e563e627ce82a56f507c45b733e6a0aeda6b45bd
colonca1126.jpeg,colon_aca,0,81,Train,81,81,ed4a87307d04e9701264ab9d332020d01331638ab879cdde345b902195d1dc91
colonca1127.jpeg,colon_aca,0,206,Train,206,206,644a0ab318bb8738fd76e4c381d93a71a2b1409b88cfb53fd1d73b92e53b17f1
colonca1128.jpeg,colon_aca,0,206,Train,206,206,ac6583119b2a2309b1b42145387ba303d75b37590d98f99605746ac28a2cc9d7
colonca1129.jpeg,colon_aca,0,8,Train,8,8,4a9edd73a0b885d77de421657cd07f69600f70ec73b1d3f4eb82fc3f342ea955
colonca113.jpeg,colon_aca,0,90,Train,90,90,bfa1bb6e430a1bc27d4236372a8e62d76136d6afa66f4a0273d637483cc35248
colonca1130.jpeg,colon_aca,0,30,Test,30,30,451847f231a5b98c5ab751f13b1f3ad99fb9062d8c07e690b2208a8c8157143c
colonca1131.jpeg,colon_aca,0,30,Test,30,30,0c5723b1757513fc0e614fe07f508a2a43e8eeb2c1fbd6856c8a4a231b205dfe
colonca1132.jpeg,colon_aca,0,108,Test,108,108,1e78f81b8ad62acc759438afcfbbe68c84d10e1cebdf84070a202d7395646b24
colonca1133.jpeg,colon_aca,0,182,Validation,182,182,69c912f1789d79b770b3b089b317cd05c387a3ecdccff2b97c0e1909df383811
colonca1134.jpeg,colon_aca,0,182,Validation,182,182,e89657f987591adfa474152974ebc55be8e05ab3723a489358cc23c15f72e6a8
colonca1135.jpeg,colon_aca,0,182,Validation,182,182,53ac3bb49991f6349256a6c6277513b9e9ab6cee1f082e0fedf448e521276a2e
colonca1136.jpeg,colon_aca,0,182,Validation,182,182,e8fb18dba82478ba1c595adb496f395f22f714aede183480204e463f60dab371
colonca1137.jpeg,colon_aca,0,215,Test,215,215,873415c551e128ed5aa4f0be788ce0975db1e4a8c1974b4309082faf37aa7eb5
colonca1138.jpeg,colon_aca,0,39,Train,39,39,b92f854744ccf02bff05c6a027765d77d8e8817cecf024ad4d5db6d31acfe3ed
colonca1139.jpeg,colon_aca,0,0,Train,0,0,e1b7045a3c4b597922c286545c284fbf9a7b3b47cdc94c2c72f74d5f76fc5b49
colonca114.jpeg,colon_aca,0,105,Train,105,105,448708859ea59fa7dcaad4d0d6394b94a100b064c487f5b39f18e83d55710d81
colonca1140.jpeg,colon_aca,0,21,Train,21,21,cfa2e3f03087ba66028da443964c40d9daf89cbcc9e66f005f8c8aa91411e9d9
colonca1141.jpeg,colon_aca,0,169,Train,169,169,50af7592eab979be0335274bf89e9f56177af1ef32b53e33189b28935b66187e
colonca1142.jpeg,colon_aca,0,112,Test,112,112,c5aeb3fcfb167cee448e4502d2156a0cc8de8637c6f7ace20d08c8db1b8de5fd
colonca1143.jpeg,colon_aca,0,153,Train,153,153,785eb91b007a14ec147ecb9e2cfe7a4c8a6ed1e029203fc2fe16701c8afa8c4c
colonca1144.jpeg,colon_aca,0,63,Train,63,63,748a8eac55bdd480357e5da88c122bd63759815adb6665853d6ce6938f40fca4
colonca1145.jpeg,colon_aca,0,20,Train,20,20,def31ebc28365d5720ad8a4217aa86bb0470aa218f8773952c018335b4e8d9b7
colonca1146.jpeg,colon_aca,0,32,Train,32,32,e2b336b14ae032c916a58040c5e5262c723863e14642200b6c05c0a8811ec511
colonca1147.jpeg,colon_aca,0,15,Test,15,15,feeb80c5f90ce4e3b6b6ea0ee7f94903cfaee9656e2a274938ac91491efd3c74
colonca1148.jpeg,colon_aca,0,34,Train,34,34,761c9d179fb7e60c9cfcf15dcd4b4d0464409f0e2fb604366730783028885ef2
colonca1149.jpeg,colon_aca,0,64,Train,64,64,3cf98b0f711e637d1ee08bae25529ad2a05500d6de3d76a607a13654e63e382c
colonca115.jpeg,colon_aca,0,105,Train,105,105,8b02cfe3cb71b490ae2d485f49ba06b2b9732d809b339a4ceff67e0286e7abca
colonca1150.jpeg,colon_aca,0,163,Train,163,163,d723f29ae210d94ea2948e0c863ccd9f26c624df624dca95f9b8aad801895375
colonca1151.jpeg,colon_aca,0,230,Train,230,230,fc84cc69ba3bc719df6b81d3fe37e30ab56ec96a5e139c4b8f74bdfbe23b1a2e
colonca1152.jpeg,colon_aca,0,230,Train,230,230,09cd16ff114b9bf66dc849fd6b37872351cb5e8ae6ad6c151186d571dd099250
colonca1153.jpeg,colon_aca,0,84,Train,84,84,5f502bfefb805489d32bf6edb218e292309e3ad0bcf364b6816fcc429b943eb0
colonca1154.jpeg,colon_aca,0,91,Train,91,91,c42d5c7091ec65028519c4439bb441f31fdd65efbba05f2065fafaa921f84f23
colonca1155.jpeg,colon_aca,0,154,Train,154,154,5510b813298470ac0b0628b23cb9ef421b86d6e8414a87f9b0cece7585a3082e
colonca1156.jpeg,colon_aca,0,222,Train,222,222,fd2a57834395e525ff67b0d976473672f193c0a9914b1cd47765760aea69fcbb
colonca1157.jpeg,colon_aca,0,77,Train,77,77,d84e11480cd71100df2560975d89e7de7be70bc076bf738e5d9d3fc5bae1f6f0
colonca1158.jpeg,colon_aca,0,223,Test,223,223,c1b310e91a789b25bac17d24af42aa2a765c6a8280f560e4f1d451b5cff85728
colonca1159.jpeg,colon_aca,0,109,Train,109,109,7406aa05ef377c9331bb312dc74d8f25032d2b98d97e0246c21551c22e8aadd9
colonca116.jpeg,colon_aca,0,121,Train,121,121,ee1edba05253f6fefb868a343cb4718238f389ef5391ea759d44bfd7e33f66d0
colonca1160.jpeg,colon_aca,0,69,Test,69,69,9db7b1f1d8878c122acb2c661f545abbf3967d93fd1817736f96e43260b6adc7
colonca1161.jpeg,colon_aca,0,218,Train,218,218,b37965cdba318effa2df0352346cabce96a281d582d5aca98169c07688d6948b
colonca1162.jpeg,colon_aca,0,16,Test,16,16,c5dd8177c631eee7ff8a08b4f094195a3564e26e3d1d5030caef2f599c1f84a3
colonca1163.jpeg,colon_aca,0,140,Test,140,140,981714a435b697fb1d2f45db731996fabd062d9865d138110a3610841d46f1cf
colonca1164.jpeg,colon_aca,0,155,Train,155,155,5f14725bf8eeb2ff7f8245dcc919e1e6184876896fa6db28c2ea0e103e47fb6e
colonca1165.jpeg,colon_aca,0,115,Train,115,115,287753c15ee8bbbab0cd0cd1fe4c5acd70fc1c289d1495660872b2880fdf4093
colonca1166.jpeg,colon_aca,0,101,Train,101,101,195d86edfc753959fcd23a3cc5557a8dc670c89725b0bca0e1a7e288c669e0b6
colonca1167.jpeg,colon_aca,0,22,Train,22,22,ad04f1ab3c74451a85d5198fcd551db0c7721d3f793ab36d139bcbd8541a9c8d
colonca1168.jpeg,colon_aca,0,137,Test,137,137,26288dbb557aaa0477ea3b871793a69425d447fa8473ca489d5d5939e09f2379
colonca1169.jpeg,colon_aca,0,220,Train,220,220,cd1ce2352610a62ccb6f8f94844dd2dd3c7230e9d1f1504c0c9726d330484e37
colonca117.jpeg,colon_aca,0,194,Test,194,194,72e40448f6d5aa017e366eaa70d11b295b2b11b5ccc669c97414d2dc6ff675b1
colonca1170.jpeg,colon_aca,0,82,Train,82,82,b685e36fcb9bc04cd867c208c7311f301841b62cdf03581c0fc998844f0096b3
colonca1171.jpeg,colon_aca,0,67,Test,67,67,6bdaf5fd5a2e0411918e78a1e46c1b0a2700944d84b3d661f9be5a05d9b3df66
colonca1172.jpeg,colon_aca,0,67,Test,67,67,a46d1170cfad91475a0ee55152f729f5f9fa2c039f635832f34b636a6bd6bc42
colonca1173.jpeg,colon_aca,0,53,Train,53,53,de9fa079a3b3566ae907da54243f6cd3637f4576b0845c8015da94770cf1273f
colonca1174.jpeg,colon_aca,0,186,Train,186,186,561b818587bd883b95a58ed8deb2ab5535100cfcf20ee5793570714cd3b2523f
